"filename","title","description","feature","topic","role","level"
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-current.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.3.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.3.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2021-2-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.2.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.2.0","","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2021-1-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.1.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2021.1.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2020-12-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.12.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.12.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2020-11-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.11.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.11.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2020-10-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.10.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.10.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2020-9-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.9.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.9.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2020-8-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.8.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.8.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2020-7-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.7.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.7.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2020-6-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.6.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.6.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2020-5-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.5.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.5.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2020-4-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.4.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.4.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2020-3-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.3.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.3.0","Release Information","","",""
"./help/onboarding/release-notes-cloud-manager/release-notes-cm-2020-2-0.md","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.2.0","Release Notes for Cloud Manager in AEM as a Cloud Service Release 2020.2.0","Release Information","","",""
"help/onboarding/getting-access-to-aem-in-cloud/roles-responsibilities.md","Roles and Responsibilities","Roles and Responsibilities","","","",""
"help/onboarding/data-privacy-and-protection-readiness/aem-readiness.md","Data Protection and Data Privacy Regulations - Adobe Experience Manager as a Cloud Service Readiness","Learn about Adobe Experience Manager as a Cloud Service support for the various Data Protection and Data Privacy Regulations; including the EU General Data Protection Regulation (GDPR), the California Consumer Privacy Act and how to comply when implementing a new AEM as a Cloud Service project. ","","","",""
"help/onboarding/data-privacy-and-protection-readiness/foundation-readiness.md","Data Protection and Data Privacy Regulations - Adobe Experience Manager as a Cloud Service Foundation Readiness","Learn about Adobe Experience Manager as a Cloud Service Foundation support for the various Data Protection and Data Privacy Regulations; including the EU General Data Protection Regulation (GDPR), the California Consumer Privacy Act and how to comply when implementing a new AEM as a Cloud Service project. ","","","",""
"help/onboarding/data-privacy-and-protection-readiness/sites-readiness.md","Data Protection and Data Privacy Regulations - Adobe Experience Manager as a Cloud Service Sites Readiness","Learn about Adobe Experience Manager as a Cloud Service Sites support for the various Data Protection and Data Privacy Regulations; including the EU General Data Protection Regulation (GDPR), the California Consumer Privacy Act and how to comply when implementing a new AEM as a Cloud Service project. ","","","",""
"help/onboarding/accessibility/web-accessibility.md","Adobe Experience Manager as a Cloud Service and the Web Accessibility Guidelines","An Introduction to Adobe Experience Manager as a Cloud Service and the Web Accessibility Guidelines","","","",""
"help/onboarding/accessibility/quick-guide-wcag.md","A Quick Guide to WCAG 2.1","A Quick Guide to WCAG 2.1","","","",""
"help/onboarding/migration-methodology/getting-started.md","Migration to Experience Manager as a Cloud Service","Migration to Experience Manager as a Cloud Service","","","",""
"help/onboarding/best-practices/seo-and-url-management.md","SEO and URL Management Best Practices for Adobe Experience Manager as a Cloud Service","SEO and URL Management Best Practices for Adobe Experience Manager as a Cloud Service","","","",""
"help/onboarding/best-practices/assessing-kpis.md","Accessing KPIs","Accessing KPIs","","","",""
"help/onboarding/best-practices/aligning-kpis.md","Aligning KPIs","Aligning KPIs","","","",""
"help/onboarding/best-practices/choose-right-team.md","Right People, right roles","Right People, right roles","","","",""
"help/onboarding/tools-consoles.md","Tools Consoles","Learn about the different tools consoles throughout AEM.","","","",""
